spinnn,https://elgoog.im/doabarrelroll/
UY15pp,https://www.google.com/search?q=google+random+number+generator&oq=google+random&gs_lcrp=EgZjaHJvbWUqBwgAEAAYgAQyBwgAEAAYgAQyBggBEEUYOTIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDQ4MTVqMGo0qAIAsAIA&sourceid=chrome&ie=UTF-8
rolling,https://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiCo--D8JjqAhXbEcAKHQ5-CSUQwqsBMAR6BAgMEBE&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D8ybW48rKBME&usg=AOvVaw1INTrEFnZVUMoRLEC4ZHL
